no,teks,sosmed,labels
145,Banyak gen atas bilang genZ ngga betahan di tempat kerja. Setahuku genZ adlah salah satu gen awal melek teknologi+aware sama mental health. Orang dulu tahan sm kerjaan toxic krn butuh bgt. GenZ yang melek ngga mau itu terjadi dan mutus mata rantai keburukan lingkungan kerjanya,x,Positif
146,@GabRey99 bagi adik2 genZ lu ga ada harapan di sini jadi sambil nganggur mending belajar bahasa inggris jepan jerman. skalian cari tau cara kerja di luar negeri,x,Positif
147,Kalau gen millenial frust kerja dgn genz aku pulak frust kerja dgn gen millenial. Macam2 hal. Benda boleh bincang tapi kau sejenis nk kecoh. Lepastu rasa buat kerja terpaling perfect rasa nk betulllll je semua. Memang menguji kesabaran.,x,Negatif
148,@arnaloco @worksfess Woy memek ada gen kolot di gue yang 2 hari kerja langsung resign juga ya. Gosh dikit² GenZ Mulu ya kontol lu gen monyet,x,Negatif
149,ResumeTemplates menyebutkan 70% pekerja Generasi Z mengaku meminta bantuan orang tua mereka dalam proses pencarian kerja. #genz #duniakerja #epospedia https://t.co/NPHqPLYtM9,x,Negatif
150,Bukan salahmu genZ emang lulus di kondisi yang salah. Hal yang lumrah zaman kakakku dulu lulus langsung dapet kerja. Sedangkan kita sekarang gak lagi demikian. Dari temen2ku kayaknya hampir 60% masih nganggur atau belum full-time. Semangat deh buat kita,x,Positif
151,genZ kerja dapet duitnya doang senengnya (adalah gua),x,Negatif
152,kocak bgt punya rekan kerja sesama genz juga wkwk dikasi nambah kerjaan terus komen dia makin toxic WKWKWKWKWKKW KOCAKKK,x,Negatif
153,Gen Z bisa kerja loooooo!!! https://t.co/sMuspwdFYU #loker #tipsloker #genz,x,Positif
154,@drsldx @geloraco Yang namanya KERJA itu lebih mulia dr pada rebahan. Mau kerja serabutan kerja tukang pulung. Sebagian GenZ aja senang di sebut kaum rebahan.,x,Negatif
155,@brorondm jahat banget oknum2 pendidikan yang memeras siswa siswi semoga kalau tempat kerja dimasa depan nanti udah di dominasi sama millenial sama genz jangan begini ya jadi pekerja pendidik yang bener yang mengayomi doain aku bisa jadi guru,x,Positif
156,@hannilavista Sepertinya gw ga ditempatkan di lingkungan kerja yg seperti itu karena memang ga cocok dan ga akan bisa cocok. Makanya ga pernah dapet. Untungnya gw kerja sama bocil2 genZ yg kdg bikin esmosi atau ngajak ketawa smpe ngikngik.,x,Positif
157,Lama2 muak jugaa anjer dikit2 genZ genZ . Pdhl gue genZ kerja gue bener anjg,x,Negatif
158,@middeude ada staffsus tapi isinya genz yang beneran pinter walaupun gak kerja lah yang sekarang ini isinya orang gak jelas,x,Negatif
159,@yunziyang Doi nih beneran kaya genz bgt abis 1 project pokoknya kudu healing baru kerja lagi,x,Negatif
160,Proud to be genz Soalnya aku genz yg bisa kerja ,x,Positif
161,Emosi banget kerja sama genz,x,Negatif
162,Genz lemah genz lemah apaan sini jadi genz lagi kerja malah ovt padahal semalem udah ovt,x,Negatif
163,eh perusahaan ngentot lu klo gamau dikritik sama yg katanya anak genz gausah buka lowongan kerja min 18 taun ajg. mana dikit dikit anak genz kan gini anak genz kan gitu GENERASI LU KOLOT NGENTOTT,x,Negatif
164,Giring terooss sampe semua perusahaan takut sama genz dan gen z susah dpt kerja. Ujung2nya jg paling gen z lgi yang disalahin wkwkwk,x,Negatif
165,@txtdrimedia berarti populasi genz disana masih sedikit dibandingkan ketersediaan lapangan pekerjaan yg ga perlu full time ya... keren lho satu orang aja bisa punya 4 tempat kerja yg beda²..,x,Positif
166,Yg bikin genz jd males dan gak kenal konsep kerja keras. Bahayanya ini cuma ilusi poster child buat onlyfans. Tp yg laen jd ikutan dan jd males kerja konvensional yg dibayar jauh lbh rendah. Solusinya gak bs sekedar naik gaji orang gap nya aj udah gak masuk akal broken.,x,Negatif
167,@ettecetera Haha terpikir bukan sbb jumpa genZ yg teruk tp sbb pernah merasa kerja sekali dgn mak ayah genZ dia punya tahap nak buatkan itu ini untuk anak tu sampai menyusahkan kwn2 pejabat..dan kerja dgn genZ yg ok pulak bila sembang mak ayah diorang jen,x,Negatif
168,@jungsistersss Gabisaa ini genz ini gbisa dikasih kerja banyak2 nnti kena mentalhealth ,x,Negatif
169,@acilszone @tang__kira daripada kerja di lingkungan toxic mending selamatkan kesehatan mental ini prinsip genz banget sih semoga mereka masih bisa berkarya as team dan pake nama nwjns juga,x,Positif
170,Hyb3 pov : gini amat kerja ama genz wkk,x,Negatif
171,Keren sekali genZ panutan kita. Berani melawan diskriminasi di lingkup kerja tidak ragu resign!!! Merdeka!!!,x,Positif
172,@meinmokhtar Pengalaman kerja dgn genZ mak ayah genY ni mostly boomers yg boleh dikatakan tak ramai golongan profesional tech savvy so banyak benda belajar explore sendiri..genz pulak mostly parents dah kerja banyak benda terbiasa parents sediakan bila di,x,Positif
173,Apa bener GenZ kelahiran 1997-2012 sulit diajak kerja punya Danner Kruger Syndrome dan susah humble? https://t.co/EzIn5Kmefg,x,Negatif
174,buset dah anak genZ 00an ini emang ngeri bjir gue dpt junior yg curhat ngomongin gue ke temen gue ngomongin gue gini gini lah salah elu kocak ngaca hey sebelum ngomongin orang bagus nak bagus teruskan ngomongin aku gapapa toh kerja lu jg ga bener biar gampang atasan menilai,x,Negatif
175,Ga millenial ga genz pasti ada aja yang kerjanya gajelas. Bukan karena generasi mananya. W kerja sama millenial w yang cerewet. Soalnya mereka suka ga detail,x,Negatif
176,@Hanalulu_88 yes saya dh amik dan buang beberapa gen-z tapi tk semua gen-z teruk i dpt 2 gen-z yg genius ye dari disiplin smpai ke kerja sgt bagus! tp sesetgah genz yg teruk dia tido ye time kerja tido depan bos main phone dpn bos all time ini mmg no comm,x,Positif
177,Emak bapa w lgi ngobrol ama wakel ade w ya bjirttt tiba tiba bgt ni roasting genz ga bisa kerja bla bla depan genz ,x,Negatif
178,@ardi_tama1 jadi inget staff gen Z yg tugas Jaga Malam beberapa kali mabur tanpa kabar yang lain kelimpungan cover hurting banget team works. Besok atau lusa GenZ muncul lebih galak beliau Lagi Mental Health Ga enak tar Jamal malah kerja ga bener dimarahi,x,Negatif
179,Millenials be saying anak genz malas kerja anak gen alpha suram nih As millennial myself gue bisa bilang lo yang millenial juga pada malas dan jelek banget parentingnya jadi orang tua buat gen mereka ,x,Negatif
180,Cpk bgt kerja sama genz bbrp dr mereka etikanya bener bener minus. Herannnnnnnnnnnnnnnnnnnnnn.,x,Negatif
181,@cania_citta Gue selalu mikir apakah genZ yang dikeluhkan itu karena baru kerja atau posisinya baru? Jadi wajar sih bikin salah. Ekspektasi milenial yang udah jago suka ngarep orang tuh udah di level dia gitu,x,Positif
182,Knp orang-orang ribut banget genz gabisa kerja genz ga sopan gen abc lebih baik. Padahal gaada yang lebih baik dan fungsional dibanding genset,x,Positif
183,@BudiBukanIntel Nih pengalaman gw sebagai user yang teamnya sekarang mostly GenZ. Ga bisa digeneralisir kalau genZ semua mageran atau males kerja. Ada memang anak genZ yang udah mageran gak efisien kerjain tugas kantor karena mentok terus sama masalah men,x,Positif
184,--tau kl yg dihadapi itu lebih tua (aku sm dia beda 10tahunan). Kesimpulannya ada ga genZ yg bisa kerja bener? Ada. Dan kita sbg yg lebih tua juga harus bisa rangkul dan ngebentuk mereka untuk terbiasa dgn lingkungan dan budaya tmp kita kerja dan cocok2an,x,Positif
185,@BudiBukanIntel Btw so far kerja sama genZ yang made up 95% populasi kantor jujur malah ga pernah ada issue. Tergantung industri juga kali ya. Berhubung kantor IT ya ga ada yg namanya isu gabisa make 'tools kekinian'. They're efficient dan cepet adapt sam,x,Positif
186,makanya gue liat trend millenial ato bby boomer ini pd ngomentarin soal genz di dunia kerja kek isnt that just a newbie youngster culture? and yall could act mature kaya skrg yaa krn udh berpengalaman dan udh berumur kek gue yakin some of them jg dulu kaya gt kok ‍️,x,Positif
187,@jorgianaaa Kemarin dah baca ada gen Z yg ga terima dikatain tp scr ga langsung jg ngatain gen alpha Pas rame dibilang genZ ga bisa kerja itu loh trus komen katanya ± yaudah cari karyawan gen alpha aja biar mewing-mewing Wkwkwk dah keluar mewing nya,x,Negatif
188,Kk2 gue marah2 begini di hadapan gue lgsg (real) gue dikeroyok disudutin akibat dr anak buahnya (genZ) kl kerja ga bener. Cuma grgr gue genZ jdi digeneralisir klo gue jg kayak anak buahnya. DAMN meskipun sbnrnya obrolan ini tntg ngasi paham gue dunia kerja TTP AJA MAKNYESS,x,Negatif
189,@razkaws @tanyakanrl Pasti genz baru pertama kerja ni lu bisa kena toxic dikantor karena lu terlalu in too deep sama tu kantor dikantor itu dateng kerjain kerjaan makan siang buat laporan pulang udeh ngapain urusin urusan diluar JG dan JD lu ribet ....,x,Positif
190,Gue millenials dan gue setuju sama pernyataan ini. Maybe the problem it's not ours but them. Mungkin karena genz dan millenials ini kan masih muda jadi masih idealis banget sedangkan mereka harus ketemu dgn boom yang emg kepribadiannya udh kebentuk dgn kultur kerja jadul ,x,Positif
191,Di kantor sekarang boomer kalau gw nanya jawabnya 'saya gak tau saya gak ngerti' COBA KALAU GW YANG JAWAB BEGITU apa gak dicaci maki dihina genz gak bisa kerja ekwkwkwk,x,Negatif
192,@FE3Lmyrhythm @cania_citta paling umum ya darderdor itu mreka gsuka bertele2 dalam komunikasi. dianggp gk sopan itu paling umum. kultur kerja yg gk asik dn gk mendukung genz itu bkal bikin genz males sih. jd memang kantor2 skg hrus mulai ngikutin gmna car,x,Positif
193,ha takut skli dr td sliweran bnyk org yg ngeluh kerja genZ,x,Negatif
194,@Tiamo1906 nah itu sih yg aku sering liat kalo kata bos aku kalo gen kamu di kasi pressure yah di hajar kalo genz melejit di press. tapi yg soal gaji n kerja kudu imbang lintas generasi kok cuman kalo milenial di omongin dibelakang sambil di kerjain n car,x,Positif
195,bawel bgt gen z gen z kalo kerja ga bener mah emng orgnya aja seolah-olah yang generasinya sblm genz kerjanya bener semua wkwkwkwk kesel bgt gue dr kmrn,x,Negatif
196,@alifiamd Gara2 dosen kayak anda berarti ni GenZ kalo kerja banyak nawar. Wkwk,x,Negatif
197,Di kantor yg lama wkt awal2 kerja bareng genZ sebenernya jg sempet clash. Tp lama2 ketemu jg selanya. Asli gue belajar bgt dr mereka sbg team leader terutama 2 tim gue yg terakhir. You guys are forever in my heart ,x,Positif
198,Yg suka ngata2in genZ belajarlah dr genZ. Sbg milenial gue belajar banyak dr mereka. Hargain diri lo dan kerja keras lo sndiri jgn mau lg di bego2in sm boomer2 yg gak bs mengapresiasi kerja keras lo dan yg gak mau kasih upah yg layak sesuai kinerja lo,x,Positif
199,banyak kok g gen milenial tapi memang cara kita kerja dengan cara mereka kerja tuh beda. kalo gen milenial nuntun kerjanya gimana sedang genz itu punya style sendiri. so lead mereka dengan orientasi hasil aja jng dengan proses. gk bsa diteken dng gk kerja gk makan ,x,Positif
200,Pada bahas genz gak becus kerja. HELORRR MEANWHILE DI GUE KEBANYAKAN PARA MILENIALS DAN BOOMER MALES KERJA,x,Negatif
201,Can relate sebagai lulusan saintek diminta langsung terjun area soshum + kerjaan generalis yg mana kudu expert akuntansi ekonomi hukum bisnis audit mana salah dikit bawa2 genZ. Pdhl waktu interview kerja udh bilang mau penempatan di dept aktuaria/olah data at least hmm,x,Negatif
202,anak magang ku di kantor genz pinter semua jir kerja nya cepet,x,Positif
203,@ngwdta As gen milenial 90an pernah bareng bootcamp sama genz 2000an ngerasain krj sama dg mereka ga bsa pukul rata. Yg males emng ngeselin tp yg pinter dan rajin fine diajak kerja sama dan mereka chill bgt ke aku manggil nama aku sndr ga mslh sih dipnggi,x,Positif
204,Ini berasa bgt siii tapii pas ngasi instruksi staff yg genz dan baru kerja harus seeedetail2nya kalo ngga ga dikerjain wkwkw semoga mreka sabar dah sama gue,x,Positif
205,bonek sama zico nih gambaran genz kerja sama milenial 90an. atasan gue jg taun 92an terus sering sarkas jg ke dia,x,Negatif
206,Di lingkungan kerja mmg sih genz ini sering (ga semua) ada aja gebrakannya hehehe.. Serius mereka seru kalau jadi temen juga ,x,Positif
207,desainer grafis yg sering salah ke percetakan ya kebanyakan yg masih muda alias genz.. paling sering salah mode warna nyetak pake RGB instead of CMYK. yes milenial dulu jg pernah salah pas awal kerja tp jarang bgt salah soal mode warna..,x,Negatif
208,Genz apa beneran lemah ya kayak kata orang2? Gw genz. Banyak baca keluhan orang2 di twitter ttg genz jadi mikirin diri sendiri. Kerja dijudesin dikit langsung mood aur auran. Langsung ngerasa males dan sedih. Jalan pulang nangis sesenggukan.,x,Negatif
209,Ngeliat tmn sndiri yang notabene nya adalah GenZ dia baru mulai kerja d manufaktur ngeluh Mulu cape ga passion berat. Lu kan training lama ada gambaran sebelumnya juga perusahaan minta konfirmasi dulu mau lanjut apa ngga. Sehari kerja lngsng ngeluh bruhh tapi mimpi sukses,x,Negatif
210,Kayaknya bukan genZ kerja gak becus deh. Mungkin kebanyakan mereka first jobber atau baru di posisinya jadi ya butuh penyesuaian.,x,Positif
211,Kalo ttg break agak lama staffku yg genz juga beberapa kali kek gitu tp dia konskuen mau lembur walopun gw dah pulang dan untuk jajan kopi emang sering kita hangout bareng abis kerja cuman sekedar ngopi aja,x,Positif
212,malah ditempat magang aku dulu genz nya yg pada semangat kerja itu yg tua tua kerjaannya dilemparin semua ke genz pdhl sekelas perusahaan bumn,x,Positif
213,gw as gen z tapi punya anak magang yang genz parah tuh rasanya ARGHHHH emosyiii dia sampe blg mau laporin kantorku ke dosennya. turns out ya emang anaknya yg kerja ga becus disana malah make bandingin temen magangnya juga yg kerja di kantorku ini blgnya mereka berdua ga happy,x,Negatif
214,Bos ku cerita temennya kerja di kantor multinational di jkt. Trs kalo ada pelamar yg genz auto corer walaupun berprestasi auto coret. Katanya sih walaupun pinter tp ga produktif ,x,Negatif
215,Tp ya perusahaan konvensional skrg gue rasa belum banyak yg merubah budaya kerja mereka se-santai startup yg lebih genZ-able . Jadi paling nggak adaptasi aja gasih wahai para gen z. Mau gimana pun cara kerja lu tp ttp usahakan hasilnya jgn tetot,x,Negatif
216,Ada di tempat kerja gue. 2 orang genz dan they're freaking good. Gue belajar juga dr mereka.,x,Positif
217,Yang pada nyalahin gen z genz gak bisa kerja ini ada satu millennial gak bisa kerjaan. Pencitraan mulu BUSETTT,x,Negatif
218,temen gua pegang 3 genZ yg direct disupervisi dia. katanya kerjanya cakep2 bgt gua pernah ketemu lgsg dan asik jg diajak ngobrol. sedangkan gua pernah pegang 4 GenZ 2 ok 2 nya ampun lelah bgt bukan kerjanya jelek tp sering bgt gk bs read the room bnyk omong sebelum kerja.,x,Negatif
219,Inget aje anak kelahirannya 1997-2000 juga GenZ. Dan mereka setidaknya skrg udah punya pengalaman kerja sekurang-kurangnya 5tahun. Sejauh ini kerja bareng GenZ yg kelahiran segitu ga pernah sampe ngeluh kek gini. Jangan diratain apa-apa GenZ (Gue GenZ awal soalnya 1997),x,Positif
220, @dewihimura @mcitraningrum Kita mati perucahaan cari lagi wkwkkw jadi kita kerja lebih mementingkan kemanusiaan relationship yg baik dgn rekan kerja bisa buat kita lebih nyaman buat bekerja. Makanya survey membuktikan juga bahwa genz lebih mil,x,Positif
221,Ada orang komplen ttg genz. Bukan satu dua orang aja yg menggeneralisasi genz kerja nggak bener. Gw sbg genz tiap mau kerja berasa was2 sendiri. Takut senior2 gw juga ngerasa begitu T___T kadang klo bukan jadwal jaga gw gw chat yang lagi jaga tanya ada problem nggak sama,x,Negatif
222,Gen z gabisa kerja genz gabisa kerja lha elu nyari loker maks 25 taon jir expect pengalaman min 1thn sehat?,x,Negatif
223,pernah kerja sm genz pernah kerja sm millenials. sejauh ini tergantung orgnya. pernah punya pengalaman gak enak sm genz kerjanya masih suka main keluyuran (gak stay di tempat) tp asik. pernah jg sm yg millenials seumuran sm w malah lebih ga bertanggung jawab jd yaah,x,Negatif
224,Gua GenZ tp bisa tuh beberapa kali ngurus koleksi fashion show kurang dari seminggu. Kalau gini aja dibilang ga bisa kerja penilaian bisa kerja tuh gimana sih?,x,Positif
225,cuman nyebelin kan? bukan kaya yg dilakuin boomer atau millennials yg ngegunain tenaga genz kaya sistem kerja paksa alias gatau waktu dan ngelimpahin kerjaan ke genz semua? mana gaji seuprit lgian dah sih kita jg gen z paling misuh2 trs udh tttp dikerjain ,x,Negatif
226,@tanyakanrl Gatau dah ga relate gua blm dapet kerja ngomul ae lu genz genz,x,Negatif
227,apa apa genz emang bau tanah bisa kerja semua kah??? pake excel pun ga bisa ‍️‍️‍️‍️,x,Negatif
228,Kelompokin org berdasarkan gen overuse anying cuma gegara genz dibilang gabetahan lah ngotak anying gua dari awal kerja ga sesuai jobdesk taeee kurang kuat apa guaa jobdesk sama persis kek atasan tapi gaji gada setengahnya dari dia anying,x,Negatif
229,yauda gausa bawa2 genz lah anjir keknya gw kerja aman aja dah beres semua walaupun dikejar 4 deadline sekaligus. ngomongin aja ke orgnya langsung dah capek jadi genz disalahin terus bangke emg.,x,Negatif
230,Nah inikebanyakan dari mereka maunya meras tenaga kerja doang dgn gaji secuil ya genz mana yg mau kerja underpaid??? ,x,Negatif
231,@worksfess Gimana coba genz kagak di cap jelek dalam dunia kerja,x,Negatif
232,w adalah genz semoga rekan kerja tidak merasa w ga becus kerja meski w yap all the time‍↕️,x,Positif
233,Lu genz masih kuliah di usia 20an dan syarat maksimal usia masuk kerja tuh 25 terus harus punya banyak pengalaman. Apa gak mati muda tu genz dituntut begitu? Kalau kuat mah ya gapapa tapi kalo jompo dan gampang sakit? Benerin dulu aturan syarat usia kerja!,x,Negatif
